"영문명","한글명","국가명_영문","국가명_한글","지역","주_영문","주_한글","도시명_영문","도시명_한글","홈페이지"
"Aberdeen Regional Airport","애버딘 지역공항","United States","미국","북미캐나다","South Dakota","사우스다코타","Aberdeen","애버딘","www.baa.co.uk/main/airports/aberdeen/"
"Abilene Municipal Airport","애빌린 시공항","United States","미국","북미캐나다","Texas","텍사스","Abilene","애빌린","www.abilenetx.com"
"Natchez-Adams County Airport (Hardy-Anders Field)","나체스 아담스 카운티 공항(하디 앤더스 필드)","United States","미국","북미캐나다","Mississippi","미시시피","Natchez","나체즈",""
"Adirondack Airport","애디런댁 공항","United States","미국","북미캐나다","New York","뉴욕","Saranac Lake","사라낙호수",""
"Akron-Canton Regional Airport","애크런 캔튼 지역공항","United States","미국","북미","Ohio","오하이오","Akron","애크런","www.akroncantonairport.com/"
"Alamogordo-White Sands Regional Airport","앨라모고도 화이트 샌즈 지역공항","United States","미국","북미캐나다","New Mexico","뉴멕시코","Alamogordo","앨라모고도",""
"Albany International Airport","올버니 국제공항","United States","미국","북미","New York","뉴욕","Albany","올버니","www.albanyairport.com/"
"Albuquerque International Sunport","앨버커키 국제선포트","United States","미국","북미","New Mexico","뉴멕시코","Albuquerque","앨버커키","www.cabq.gov/airport/"
"Allegheny County Airport","알레게니 카운티 공항","United States","미국","북미캐나다","Pennsylvania","펜실베이니아","West Mifflin , Pittsburgh","웨스트 머플린",""
"Anderson Municipal-Darlington Field","앤더슨  시 (달링턴 필드)","United States","미국","북미캐나다","Indiana","인디애나","Anderson","앤더슨",""
"Ardmore Municipal Airport","아드모어 시공항","United States","미국","북미캐나다","Oklahoma","오클라호마","Ardmore","아드모어",""
"Asheville Regional Airport","애슈빌 공항","United States","미국","북미캐나다","North Carolina","노스캐롤라이나","Fletcher / Ashevlle","플레쳐 , 애슈빌","www.flyavl.com"
"Atlantic City International Airport","애틀랜틱시티 국제공항","United States","미국","북미캐나다","New Jersey","뉴저지","Atlantic City","애틀랜틱시티","www.acairport.com"
"Atlantic City Municipal Airport (Bader Field)","애틀랜틱시티 시공항 (베이더 필드)","United States","미국","북미캐나다","New Jersey","뉴저지","Atlantic City","애틀랜틱시티",""
"Auburn-Opelika Robert G. Pitts Airport","오번 오플라이카 로버트 G. 피츠 공항","United States","미국","북미캐나다","Alabama","앨라배마","Auburn","오번","www.AUOairport.com"
"Augusta Regional Airport (at Bush Field )","오거스타 지역공항","United States","미국","북미캐나다","Georgia","조지아","Augusta , Richmond County","오거스타 , 리치몬드 카운티",""
"Augusta State Airport","오거스타 스테이트 공항","United States","미국","북미캐나다","Maine","메인","Augusta","오거스타",""
"Austin-Bergstrom International Airport","오스틴 벅스트롬 국제공항","United States","미국","북미캐나다","Texas","텍사스","Austin","오스틴","www.abia.org"
"Austin-Straubel Field Airport","오스튼 스트로벨 필드 공항","United States","미국","북미캐나다","Wisconsin","위스콘신","Green Bay","그린베이","www.co.brown.wi.us/airport/"
"Baltimore - Washington International Thurgood Marshall Airport","볼티모어 워싱턴 국제공항 (터굿 마셜 공항)","United States","미국","북미캐나다","Maryland","메릴랜드","Baltimore","볼티모어","www.bwiairport.com/"
"Bangor International Airport","뱅거 국제공항","United States","미국","북미캐나다","Maine","메인","Bangor","뱅거","www.flybangor.com"
"Barkley Regional Airport","바클리 지역공항","United States","미국","북미캐나다","Kentucky","켄터키","Paducah","퍼두커","www.barkleyregional.com/"
"Barnes Municipal Airport","반즈 시공항","United States","미국","북미","Massachusetts","매사추세츠","Westfield / Springfield","웨스필드 /스프링필드","nfdc.faa.gov/nfdcApps/airportLookup/airportDisplay.jsp?airportId=BAF"
"Abraham Lincoln Capital Airport","에이브람 링컨 캐피톨 공항","United States","미국","북미캐나다","Illinois","일리노이","Springfield","스프링필드","www.flyspi.com"
"Barnstable Airport","반스터블 공항","United States","미국","북미캐나다","Massachusetts","매사추세츠","Hyannis","히아니스","www.town.barnstable.ma.us/departments/airport/index.htm"
"Baton Rouge Metropolitan Airport","배턴루지 메트로폴리탄 공항","United States","미국","북미","Louisiana","루이지애나","Baton Rouge","배턴루지","www.flybtr.com/"
"Bay County Airport","베이 카운티 공항","United States","미국","북미캐나다","Florida","플로리다","Panama City","파나마시티","www.PCairport.com"
"Birmingham-Shuttleworth International Airport","버밍햄 셔틀워스 국제공항","United States","미국","북미","Alabama","앨라배마","Birmingham","버밍엄","www.flybirmingham.com/"
"Bishop International Airport","비숍 국제공항","United States","미국","북미캐나다","Michigan","미시간","Flint","플린트","www.bishopairport.org/"
"Bismarck Municipal Airport","비스마르크 시공항","United States","미국","북미","North Dakota","노스다코타","Bismarck","비즈마크","www.bismarckairport.com/"
"Blue Grass Airport","블루 그래스 공항","United States","미국","북미캐나다","Kentucky","켄터키","Lexington","렉싱턴","www.bluegrassairport.com"
"Bob Hope Airport","밥 호프 공항","United States","미국","북미","California","캘리포니아","Burbank","버뱅크","www.bobhopeairport.com/"
"Boeing Field  King County International Airport","보잉 필드 킹 카운티 국제공힝","United States","미국","북미캐나다","Washington","워싱턴","Seattle","시애틀",""
"Boise Air Terminal (Gowen Field)","보이시 에어터미널 (가원 필드)","United States","미국","북미","Idaho","아이다호","Boise","보이시","www.cityofboise.org/departments/airport/"
"Boone County Airport","분 카운티 공항","United States","미국","북미캐나다","Arkansas","아칸소","Harrison","해리슨","www.boonecountyairport.com/"
